game_id,season,week,kickoff,margin_prediction,margin_actual,total_prediction,total_actual,margin_lower,margin_upper,margin_covered,total_lower,total_upper,total_covered
2023_06_DET_TB,2023,6,2023-10-15T16:25-04:00,-1.0602429790601602,-14.0,45.771241830065364,26.0,-17.751575534263104,15.631089576142784,True,27.642390289449118,63.90009337068161,False
2023_06_PHI_NYJ,2023,6,2023-10-15T16:25-04:00,-7.851837635830562,6.0,42.425,34.0,-24.543170191033507,8.839494919372381,True,24.29614845938375,60.55385154061624,True
2023_06_NYG_BUF,2023,6,2023-10-15T20:20-04:00,17.016059052597846,5.0,45.416666666666664,23.0,0.3247264973949022,33.70739160780079,True,27.28781512605042,63.54551820728291,False
2023_06_DAL_LAC,2023,6,2023-10-16T20:15-04:00,1.0229697963077455,-3.0,46.51169590643275,37.0,-15.6683627588952,17.71430235151069,True,28.382844365816503,64.64054744704899,True
2023_07_JAX_NO,2023,7,2023-10-19T20:15-04:00,0.7347913346049507,-7.0,42.537151702786375,55.0,-15.956541220597993,17.426123889807894,True,24.40830016217013,60.66600324340262,True
2023_07_ATL_TB,2023,7,2023-10-22T13:00-04:00,5.462378991564775,-3.0,41.97712418300654,29.0,-11.228953563638168,22.15371154676772,True,23.84827264239029,60.105975723622784,True
2023_07_BUF_NE,2023,7,2023-10-22T13:00-04:00,-10.019592659351115,4.0,44.32843137254902,54.0,-26.71092521455406,6.671739895851829,True,26.199579831932773,62.457282913165265,True
2023_07_CLE_IND,2023,7,2023-10-22T13:00-04:00,0.19935804068187002,-1.0,42.88235294117647,77.0,-16.491974514521075,16.890690595884813,True,24.753501400560225,61.01120448179272,False
2023_07_DET_BAL,2023,7,2023-10-22T13:00-04:00,-1.047730846584706,32.0,45.49346405228758,44.0,-17.73906340178765,15.643601708618238,False,27.364612511671332,63.622315592903824,True
2023_07_LV_CHI,2023,7,2023-10-22T13:00-04:00,-4.676222405405322,18.0,47.11764705882353,42.0,-21.367554960608267,12.015110149797621,False,28.988795518207283,65.24649859943978,True
2023_07_WAS_NYG,2023,7,2023-10-22T13:00-04:00,-1.631542915508091,7.0,41.529411764705884,21.0,-18.322875470711036,15.059789639694854,True,23.400560224089638,59.65826330532213,False
2023_07_ARI_SEA,2023,7,2023-10-22T16:05-04:00,7.7398861485095685,10.0,47.4281045751634,30.0,-8.951446406693375,24.431218703712513,True,29.299253034547156,65.55695611577966,True
2023_07_PIT_LA,2023,7,2023-10-22T16:05-04:00,4.186090496526043,-7.0,39.55882352941177,41.0,-12.505242058676902,20.877423051728986,True,21.429971988795522,57.687675070028014,True
2023_07_GB_DEN,2023,7,2023-10-22T16:25-04:00,-1.0896863823582401,2.0,40.794117647058826,36.0,-17.781018937561186,15.601646172844704,True,22.66526610644258,58.92296918767507,True
2023_07_LAC_KC,2023,7,2023-10-22T16:25-04:00,7.5621786185819015,14.0,48.922222222222224,48.0,-9.129153936621043,24.253511173784844,True,30.79337068160598,67.05107376283847,True
2023_07_MIA_PHI,2023,7,2023-10-22T20:20-04:00,2.4974029135622593,14.0,48.34166666666667,48.0,-14.193929641640684,19.188735468765202,True,30.212815126050423,66.47051820728291,True
2023_07_SF_MIN,2023,7,2023-10-23T20:15-04:00,-6.9631834722136645,5.0,46.666666666666664,39.0,-23.65451602741661,9.72814908298928,True,28.53781512605042,64.79551820728291,True
2023_08_TB_BUF,2023,8,2023-10-26T20:15-04:00,9.770457415933329,6.0,43.30555555555556,42.0,-6.920875139269615,26.461789971136273,True,25.17670401493931,61.4344070961718,True
2023_08_ATL_TEN,2023,8,2023-10-29T13:00-04:00,-1.4616297154827178,5.0,41.411764705882355,51.0,-18.152962270685663,15.229702839720225,True,23.28291316526611,59.5406162464986,True
2023_08_HOU_CAR,2023,8,2023-10-29T13:00-04:00,-4.248309795478736,2.0,42.05882352941177,28.0,-20.93964235068168,12.443022759724208,True,23.929971988795522,60.187675070028014,True
